"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"mcugot","6 September 2022","This is Thor! Not the guy in Ragnarok and Love and Thunder. The plot for this movie is a simple and easy to follow movie with a like able villain. I will say the movie did not have me engaged. The theme is the generic ""Who am I? What's my potential?"" theme. The acting and dialogue is good. And the editing is well paced and the effects are good for 2011. I love the music as it fits the cosmic and mythology side of things. There's not much to say about this other than it's good but has flaws. The Thor franchise is my least favorite in the MCU though. But I'd say Kenneth Branagh did a decent job at introducing Thor into the MCU. Not one of a kind or anything special though. Definitely watch this for the Avengers though! 7.5/10. C.","
            7/10
            "
"GusF","19 September 2015","Although I had never even heard of the comic version of Thor before the film was released, I was looking forward to this more than any other film in the Marvel Cinematic Universe as it was directed by my favourite living director Kenneth Branagh. He may not be the first name that springs to mind to direct a comic book special effects extravaganza but he was the perfect choice given the film's Shakespearean themes. It may be an atypical Branagh film as it was really his first truly mainstream one since ""Mary Shelley's Frankenstein"" in 1994 but his direction is typically brilliant in both the quieter character moments and the hugely impressive action sequences, which were a bit of a departure for him. The film has an extremely strong script which is full of wit and great dialogue. This is certainly my favourite MCU film so far.In his first leading role, Chris Hemsworth gives an excellent performance as the title character. At the beginning of the film, Thor is an arrogant, short-tempered, impulsive crown prince who fails to appreciate or even consider the consequences of his actions, a character trait which leads him to disobey his father Odin and attack the Frost Giants at Jotunheim. A furious Odin strips Thor of his powers and banishes him to Earth as a mortal as punishment. During his exile on Earth, he becomes a better man as he learns humility and sees the folly of his ways. He has a great character arc as we are able to see him grow and change over the course of the film. Tom Hiddleston is wonderful as his adoptive and treacherous brother Loki, who is extremely jealous of Thor and has a major chip on his shoulder as a result. He presents himself as the honest, responsible, dutiful son but, in reality, he is far from it. Speaking of Shakespeare, Loki bears many similarities to Edmund from ""King Lear"" and Iago from ""Othello"", both of whom manipulate those around them with ease. The climactic battle between Thor and Loki reminded me of Edmund's duel with Edgar. They also reminded me of the depiction of Moses and Rameses in ""The Ten Commandments"" as they are likewise a pair of princes, one of whom is adopted, who are in conflict over which of them will succeed their royal father.Anthony Hopkins may have relatively little screen time as Odin but he brings his considerable talent to bear as the All-Father of Asgard. He loves his two sons but has a difficult relationship with both of them. While I thankfully have a very close relationship with my dad, I have always been fascinated by this sort of father-son relationship and Hopkins, Hemsworth and Hiddleston are all very effective in portraying it. Natalie Portman is very good as Jane Foster and has great chemistry with Hemsworth. In contrast to Pepper Potts in the ""Iron Man"" films, Jane is a very strong character. She is extremely intelligent, capable, resourceful, brave, imaginative and is not afraid to stand up for herself. She is a great source of love and support to Thor but she is also a character in her own right and contributes a great deal to the plot. To a large extent, Jane's good influence is what allows Thor to become a better man, something which I did not think was true of Pepper as regards Tony Stark even if that was what they were going for. Stellan Skarsgård gives a great performance as Jane's initially sceptical colleague Erik Selvig, who loves Jane like a father and does not want to see her get hurt by Thor. Kat Dennings is a laugh riot as Jane's assistant Darcy Lewis and has many of the funniest lines in the film. Clark Gregg has a bigger role as Agent Coulson (""Son of Coul"") on this occasion but the character is still pretty much devoid of a personality. The film also features great appearances in smaller roles from Colm Feore as Laufey, Idris Elba as Heimdall, Ray Stevenson as Volstagg, Jaimie Alexander as Sif and Rene Russo as Frigga. Oh, and I adored J. Michael Straczynski's cameo! The action scenes are very exciting, particularly the battles with the Frost Giants at Jotunheim and with the Destroyer in New Mexico. Visually speaking, it is an extraordinarily well designed film. I loved the sets and the costumes. Asgard seems as if it could be a real place, which I think is very important in a film like this. The Destroyer is fantastic. The film has the best special effects that I have seen in a Marvel Cinematic Universe film so far. It also has a great score by Branagh's regular composer Patrick Doyle, who unusually does not have a role in the film. In fact, none of Branagh's regular stock company such as Richard Briers, Brian Blessed and Richard Clifford appear in the film, though Feore and Skarsgård later appeared in ""Jack Ryan: Shadow Recruit"" and ""Cinderella"" respectively.Overall, this is an excellent film which I am glad to say that I enjoyed even more than I anticipated. Except for ""Peter's Friends"", I have to yet to see a Branagh film that I did not love. However, even that film was very well written, acted and directed. Its very depressing storyline was just not to my tastes. It is a shame that Branagh did not return to direct ""Thor: The Dark World"".","
            5/10
            "
"MihaiSorinToma","12 November 2017","After getting exiled from Asgard as a result of his foolish and disrespectful actions, Thor is sent to Midgard (Earth) as an ordinary man. Seeking to redeem himself in front of his father, the king, he will begin the search for his lost hammer with the help of a local scientist which happens to be investigating the stars right where he landed.It's a fantastic movie which presents the World in which Thor and his friends and foes undergo their adventures. Being faced with this new exiled status, Thor's character must evolve from a spoiled and self-centered boy to a prince worthy of his father's crown. And this is exactly what this movie is about, with a bit of positive and negative help from the inhabitants of earth. The movie is filled with action sequences, which, accompanied by some wonderful CGI, make it a very good watch. The plot is good for this ""introduction"", but nothing extraordinary, with a bit of drama here and there and a bit of suspense, but again, nothing that can wow the viewer in any way. The producers decided to take a quite serious approach regarding this one, with little comedy aspects silently inserted from time to time, very good for changing the mood.As said before, it's an intro movie, designed to present Thor and his fantastic world, clearly leaving plenty of space for future sequels, which is to be seen for its action and CGI, aspects at which it is very good. It is a bit left behind by its plot cannot raise high enough to impress, but makes this film an overall good.","
            8/10
            "
"hknina","15 May 2011","Just came back from watching Thor - and I loved it! The 3D really made the movie feel more alive and intense. And I liked the fact that it was used in a way that I didn't jump in the seat from some item ""coming out of the screen"", it just made it more exciting to watch. The acting was good, Hemsworth was perfect for the role, just as I have pictured Thor to be. And the movie had a lot of humor as well as action. I liked the switch between Asgaard and our world, it gave the portrait of the gods a twist and some humor. And I loved Thor with the hammer in the action scenes - that is some power to have.This might not be a movie that will haunt your mind, but for the purpose I went to watch it - pure entertainment - it was perfect. As the ending came I just wanted more Thor and more gods. Looking forward to a potential sequel :)","
            7/10
            "
"zardoz-13","20 May 2011","Although the newest addition to the Marvel Comics' cinematic super hero pantheon boasts polished production values and a charismatic cast, ""Hamlet"" director Kenneth Branagh's ""Thor"" qualifies as business as usual. This preposterous, larger-than-life, 115-minute, PG-13 rated opus shifts scenes between contemporary New Mexico and the fabled realm of Asgard where Norse royalty reside in opulent splendor. ""Agent Cody Banks"" scenarists Ashley Edward Miller & Zack Stentz along with ""Fantastic 4: Rise of the Silver Surfer"" scribe Don Payne gave ""Thor"" their best shot based on a story by ""Ninja Assassin"" scenarist J. Michael Straczynski and ""Poseidon"" writer Mark Protosevich. Despite those best efforts, ""Thor"" amounts to a standard-issue 'origins' epic about Odin's arrogant offspring. No surprises lurk in this predictable, but sometimes amusing epic about the hammer wielding Norse champion. Basically, ""Thor"" boils down to a boy-gets-hammer, boy-loses-hammer, and boy-gets-hammer back adventure. During this lukewarm lark, our hero acquaints himself with the meaning of humility after his stern father Odin (Anthony Hopkins) has banished him from his own celestial kingdom. Handsome Aussie stud Chris Hemsworth, cast as Captain Kirk's father in the ""Star Trek"" reboot, provides the appropriate brawn and blond hair as the eponymous hero afflicted with anger management issues. Mind you, the real Thor of lore possessed red hair and a red beard. Meantime, Academy Award winning actress Natalie Portman, Kat Dennings, and Stellan Skarsgård enliven the Earth scenes, while Oscar-winner Anthony Hopkins lords it over the Asgard scenes as the one-eyed Odin. Eventually, Thor and leading lady Jane gravitate to each other, but the film dwells on family woes more than romantic woo.""Thor"" opens in Puente Antiguo, New Mexico. Astrophysicist Jane Foster (Natalie Portman of ""Black Swan""), her mentor Dr. Erik Selvig (Stellan Skarsgård of ""Good Will Hunting""), and their wiseacre assistant Darcy Lewis (Kat Dennings of ""Defendor"") are in the middle of nowhere at night searching for an atmospheric anomaly. Foster collides with somebody when they plunge into a storm-like phenomena. Before we discover who they've struck, the plot propels us back in time to Norway in 965 A.D. Odin has triumphed over the evil Frost Giants, led by King Laufey (Colm Feore of ""Chicago""), in a war to thwart them from conquering Earth. Odin loses an eye and exiles these icy blue bastards to their frozen world of Jotunheim. Furthermore, Odin confiscates the Casket of Ancient Winters that serves as their source of power. Later, as Odin is about to crown Thor, some Frost Giants infiltrate Asgard and try to recover the casket. Although Odin dismisses the attempt as a botched effort, Thor wants to wage war on the Frost Giants. Odin and he resort to name-calling, and then Thor with his brother Loki (Tom Hiddleston of ""Midnight in Paris"") and a quartet of his warrior comrades storm Jotunheim. When Odin learns about Thor's insubordination, he banishes his son to Earth. Thor is hurled into a ""Stargate"" wormhole and hits planet Earth about the same time that Jane slams into him with her vehicle.As superhero movies go, nobody is ever in genuine jeopardy. The combat scenes generate little tension or suspense. Sure, several characters have some close scrapes with death, but nobody dies. Worse, some characters can get away with more than others because Branagh and his writers don't make us privy to their special powers. Watch Loki and you'll see. As villains rate, Loki doesn't amount to much more than a trickster, and Thor never performs anything incredibly cool, like the heroes in ""Iron Man,"" ""The Incredible Hulk,"" and ""The Fantastic Four."" Specifically, the villains don't pose much of a threat to Jane and her friends.The chief problem with ""Thor"" is the less-than-gripping scripting. If you're a fan of the original Marvel Comics ""Thor"" from 1962, the Ashley Edward Miller, Zack Stentz and Don Payne version shares little in common with ""Journey into Mystery"" #83. Donald Blake is mentioned a few times in the film. In the comic book, Blake discovered a wooden staff. When he smashed it against a rock, the staff became 'Mjolnir.' Miller, Stentz, and Payne dispense with the usual human who masquerades as a superhero, and pick up the thread of the ""Thor"" comics from later incarnations. Unlike most Marvel Comics where the hero suffers from a fatal flaw, Thor has nothing comparable outside of his anger management issues. Once he finds himself separated from his supernatural hammer, he calms down enough to get it back, but he doesn't have to endure much suffering until then. Anybody who can catch ""Thor"" in 2-D will enjoy the experience much more than the 3-D version. As it turns out, ""Thor"" was photographed in 2-D and then converted to 3-D. Not once do you see Thor hurl his celebrated hammer 'Mjolnir' at the camera. Indeed, nothing in the 3-D ""Thor"" flies out at you. More fly-in-your face gimmicks would have bolstered the action quotient of this lackluster effort. Nevertheless, the other special effects are beyond reproach. The otherworldly utopia that constitutes Asgard is a mixture of ""Men-in-Black"" production designer Bo Welch, ""Sleuth"" costume designer Alexandra Byrne and ""Mamma Mia!"" lenser Haris Zambarloukos. Asgard is a visual treat if you like edifices that resemble organ pipes. The African-American sentry guarding the Bifrost, Heimdall (Idris Elba of ""Takers""), seems a little incongruous, but then we live in politically enlightened times. The same holds true for one of Thor's best buddies, Hogun (Japanese actor Tadanobu Asano), who is clearly Asian. Marvel movie fans will be happy to know S.H.I.E.L.D's Agent Coulson (Clark Gregg) from the ""Iron Man"" films reprises his role. Natalie Portman has little to do but slam her vehicle into our hero. The best parts of ""Thor"" take place on Earth and the fish-out-of-water story with Thor tangling with modern-day life provides the primary source of comic relief. Altogether, ""Thor"" could have been more.","
            6/10
            "
"jakethesnake-42007","9 July 2022","Is it the best mcu movie no but the story and acting is well done that it makes the film. It's not all about action and more about story and that's what makes this film somewhat better then other mcu films.it has its flaws it does drag on at times but it's still good.","
            10/10
            "
"flemming-903-927042","3 November 2011","Again we witness how you spoil a rather good movie. After 5 minutes I was ready to stop it, and read a newspaper! WHY...please tell me WHY is there Asians and Afro Americans in Asgard? I'm ABSOULTE NOT racist, but I'm Danish, and when I watch a movie which should tell a story from the Nordic mythology, It p..... me off that it has to be ""sooo political correct"", no matter that it totally spoils the movie. Could have been a rather good movie, but turned out trashy. No, I won't see no. 2-3-4-5-6 or 7 in the series. All this because Americans need to please the political crowd. That's just awful.If toy want to make a movie like this, then please research, and cast as good as you can. This is just so wrong.","
            1/10
            "
"xamtaro","29 April 2011","Blockbuster season thunders in with ""THOR"", the marvel studios live action comic book adaptation based on Norse Mythology. In a sprawling tale of Gods and Monsters, Marvel studio crafts a realistically human story in the vein of the critically acclaimed ""Iron Man"".Stripping away years of convoluted continuity and multiple interpretations, the creative team has combined the best of Thor's comic book incarnations to deliver a film that is both easily accessible to the casual watcher and pleasing to the hardcore comic fan. The only ones it might not please are die hard purists of Norse Mythology, for this is not their noble Viking God of thunder. Marvel's Thor is a proud pompous muscle man with a chip on his shoulder. In his eagerness to prove his might, he shattered a truce between his home realm of Asgard and the dreaded Frost Giants. For his actions, Thor is banished to earth in hopes that his exile would teach him humility and the value of life. Lo and behold, it is revealed that this turn of events was just the first step in a grand scheme by Thor's brother Loki, whose hidden agenda and ambiguous allegiance fuels much of the plot's intrigue. On earth, Thor is found and befriended by Jane Foster and her science team while his hammer, Mjolnir ends up in the possession of the government agency S.H.I.E.L.D. In order to return to Asgard, and before he can retrieve his hammer, Thor must first prove himself worthy of his power.Melding magic and science fiction with comedy and drama, the movie's first strength is in its narrative. It has spectacular special effects but never relies solely on that. Behind the top notch computer graphics beats a story about pride before the fall, about themes as basic as sibling jealousy and about some very human ""Gods"". Although blessed with skill and power, Thor, Sif, Loki and The Warriors three never act like immortal deities. They are like Childhood friends, like regular people. They get angry, they laugh, they squabble and they each have their own little quirks that make them memorable. If not for the computer generated scenery and stylish costumes, one would easily forget that these are mythological gods. Though it might seem a bit rushed at points and slow at others, the many plot threads are easy to follow and tie up nicely by the end.Thanks to a top notch cast, the acting is spot on though Natalie Portman and Anthony Hopkins (the two more well known stars) seem under utilized as Jane Foster and Odin respectively. The highlight is definitely Tom Hiddleston who plays Loki like an actor playing an actor. You never know if Loki's words are truth or more trickery for all the world is Loki's stage and every of his acts is a performance to advance some scheme.The sharper ones in the audience would no doubt notice similarities between the Thor and Iron Man movies. Both feature a protagonist who is full of himself until he gets taught a lesson, humbles down and decides to fight for the good of humankind, both protagonists have issues with their father, both encounter a threat from within their own ranks and both face off against giant machines in a climatic final battle. Thankfully these similarities are only fleeting. Both Thor and Iron Man also benefit from a good deal of well written humor which in Thor's case involves the banished deity trying to adapt to human life. Much hilarity ensues.Humour aside, the most important factor for a summer blockbuster is good action. In that regard, Thor delivers with wild abandon complemented by a remarkably glorious soundtrack by Patrick Doyle. Doyle is no stranger to modern magical mythology movies, having scored the likes of Eragon and Harry Potter and the Goblet of Fire.Like the music, the film embraces its over-the-top comic book roots, as seen in the amazing production design and costumes. But while the action is big and poised to satisfy the adrenaline craving summer blockbuster crowd, director Kenneth Branagh seems to have become enamored with the ""Michael Bay School of Camera-work"". Tight close ups and shaky-cam neuter the otherwise epic battles. Action scenes like the flashback of Odin's war, or Thor and his friends' fighting their way through a Frost giant ambush, all lack a sense of scale and scope. Couple that with an ending that feels too abrupt and one gets the feeling that this is not the best that a ""Thor"" movie could have been, that Marvel is holding out on the audience, saving the best for later.Will lightning strike the same spot twice? Will marvel pull off another blockbuster as successful as Iron Man? If the abrupt conclusion of Thor is anything to go by, Marvel seems more interested in generating publicity for their 2012 ""Avengers"" movie. And that is exactly what this movie feels like, a set up for something bigger on the way.","
            1/10
            "
"RossRivero99","2 April 2017","Kenneth Branagh's ""Thor"" is one of the best movies that MARVEL comics has ever made along with he other franchises that they have done and practically strikes the right chords every time, and is directed by a man who at the time was very inexperienced with making these types of movies. The movie stars Chris Hemsworth who is perfectly cast as Thor (who also happens to be my second favorite hero in the MARVEL universe) who is the Norse god of thunder, and lives in a realm known as Asgard. Thor is also a man who believes in doing the right thing but sometimes he also lets his morals get to his head a little too often. Thor's father is a god the vikings would pray to named Odin (Anthony Hopkins) who is married to Frigga (Rene Russo), and they only have another child who is very similar to Joaquin Phoenix's Commodus in ""Gladiator"" (2000) and is obsessed with ruling Asgard, who happens to be Thor's brother Loki (Tom Hiddleston) who is the god of mischief. Later as the film progresses we see Thor get exiled from Asgard for talking disrespectfully to his father and he sees himself on earth and then goes on a rampage and is then taken in by SHIELD agent Phil Coulson (Clark Gregg) for questioning. After the interrogation is over he meets a young woman named Jane Foster (Natalie Portman), who is with her family just so that they can get to know who Thor is, and during that time his personality changes from being less arrogant to being a lot more caring towards humans who he previously felt were inferior to him. The visual effects in this movie were breathtaking to see and not only is Hemsworth perfectly cast but Hopkins is as well and deliver fine performances, along with Portman, Russo, and Hiddleston, but as well as Idris Elba as Heimdall, and Stellan Skarsgard as a teacher. But however even though the movie is very good the only thing that prevents it from being great is a routinely frequent problem with MARVEL movies is that some times they really don't get the costumes right which is the case with Thor's costume even though they nailed most of it they just forgot his winged helmet even though this isn't really a major problem for me. Even though this isn't a perfect superhero movie it is one of the best movies that MARVEL and their creator Stan Lee have ever come up with and is one of the best superhero movies of 2011 and of this decade.","
            8/10
            "
"Michael_Elliott","27 April 2012","Thor (2011) *** (out of 4) After going against his father's wishes and starting up a war, the arrogant Thor (Chris Hemsworth) is sent to Earth by his father (Anthony Hopkins) but while he's gone his brother turns enemy and tries to destroy the kingdom. While on Earth Thor meets a young scientist (Natalie Portman) who tries to understand where he comes from. I will admit that I've never read a single Thor comic and I'll admit that I find a lot of these comic movies to be rather bland with more action than brains. I really wasn't sure what to expect from this film but I will admit that I was really confused when I learned that someone like Kenneth Branagh was going to be directing. Well, color me shocked to nearly my death because this is actually a pretty solid movie that has some brains, plenty of action, great characters and some wonderful special effects. I was really caught off guard by the screenplay being able to make some interesting characters and this covers everyone from Thor to his father, the scientist, her friends and just about everyone else in the story. It's strange but I found even the smallest of the supporting characters to be people you could connect with and this certainly helped the story. I also thought the performances were extremely well by everyone involved. The arrogance that Hemsworth was able to bring the part was pitch perfect and I thought Portman was fun and believable in her bit. It certainly doesn't hurt when you've got someone like Hopkins giving it his all. Rene Russo is pretty much wasted in her brief role but it was still nice seeing her. I've always said that I'm not a fan of CGI because more often than not it just looks so fake to me that I have a hard time getting caught up in the world it's trying to create. That wasn't the case here because I thought the picture was visually stunning. The opening bit with the space travel looked amazing and I thought the director did a remarkable job at blending the CGI with the story so that it was never distracting. THOR is certainly one of the better comic book adaptations out there.","
            1/10
            "
"alcantaraj-16594","26 May 2020","""Thor"" may not be action-packed, but it's well made origin story is enough to compensate with that","
            9/10
            "
"TheHonestCritic","13 July 2022","""Thor"" (2011), up until the first announcement for this movie, I had no idea that the comic book superhero Thor existed. So, when I went to go see this film in the theater, I had literally no idea what to expect. In some cases, that can make the first viewing experience even more enjoyable. That's the case for ""Thor""! When I went to see this movie, I was hooked right from the beginning to end. Since I enjoyed it so much in the theater, I thought it was just a fluke and that my excitement for it would soon fade away. Nope, when I eventually bought it on DVD and watched it a second time, I loved it just as much, if not more than I did the first time I saw it. ""Thor"" has a perfect story, perfect acting, perfect sets/locations, perfect special effects, and of course a perfect soundtrack to tie it all together. The plot is, a well-meaning but arrogant god named Thor is banished from his realm, Asgard, by his father, Odin, and then sent to live on Earth to grow up. At first I thought, ""oh, here we go, it's just going to be yet another fish-out-of-water scenario."" Now that being said, one of the most commonly used attributes in the world of cinema is easily the best and funniest part of this film. Watching Thor, a god try to adjust to human life in our world is hilarious and a lot of fun to watch. Plus, there's an intertwining storyline where his brother Loki is trying to become King of Asgard, like him taking place, which makes the whole plot all the more intriguing. I won't go into any extra details about the storyline. But, let me assure you, it's a story you'll remember for the rest of your life. It's a cohesive balance of action, comedy and it also has a lot of great morals thrown in as well, that give it that much more heart and emotion to the plot. As for the acting, it's phenomenal from the whole entire cast. They all do fantastic in this movie! But, the shining stars here, in my opinion, are Chris Hemsworth as Thor, Tom Hiddleston as the villainous Loki and Anthony Hopkins as Odin. They really make this film, and the three of them give the whole cast such a strong chemistry! Had someone else been cast as either of the characters, then it may not have worked. Every single actor and actress nail their roles and fire on all cylinders! All of the sets/locations are perfect and give this film an amazing atmosphere. You can't go wrong with filming in New Mexico! But, my personal favorite set is Asgard. That whole location is stunning, and exciting to look at on the screen! As for the special effects, they are all very well-done and still hold up to this day. Which is no surprise, since it came out in 2011! Finally, the soundtrack composed by Patrick Doyle is exceptional. His film score sets the perfect tone for the storyline and helps bring the movie to life. My personal favorite song in the soundtrack, and one of the best sequences in the film is the end credits. Those end credits accompanied by that big score, simply make it exhilarating. It's easily one of my top ten favorite end credit sequences of all-time. Props to you, Patrick Doyle! ""Thor"" is nothing but perfection in the genre of superhero movies. I could watch it over and over and not get tired of it! Of course, I give this movie 5 out of 5 stars on my scale, which equates to 10 out of 10 IMDB stars. If you haven't seen ""Thor"" yet, what are you waiting for? Go check it out today! It's such a shame that the ""Thor"" sequels are trash and don't hold a candle to this one. Yet, for some reason, people consider ""Thor"" to be one of the weakest films in the saga. Why? Are you really that selfish? ""Thor is a fantastic movie, and you should consider re-thinking your opinions. Any way, go see ""Thor"" today. Or else, Odin might banish you!","
            8/10
            "
"johnnymacbest","8 May 2011","The big bad boy of Asgard swings a mighty force of reckoning in cinema with the release of Thor, based on the Marvel comic character of the same name. With so many great performances from the Hemsworth, Portman, Hiddleston, and of course, Sir Anthony Hopkins, Thor is thundering with acting and suspense.I can't tell you how much I like this film. There are so many parallels to religious and even familiar territory that's covered in another well-known Superhero flick such as Superman. The beginning of the film is somewhat similar to that of Superman. But whilst the Man of Steel is an alien, Thor, on the other hand, is the son of an Norse god. That's where the similarities end for Thor is set in a mystical and real world with it's own characters and dangers that Thor comes into conflict and contact with.I can't say that I'm familiar with Norse mythology. I'm quite certain that this film takes several liberties from it's mythical background on which it's based. But that alone should not deter anyone from seeing this film and Thor is a worthy addition to an already stellar lineup of films based on Marvel's comic properties; namely that of Spider-Man, X-Men, and Iron Man on which Thor is rightly on par with.Speaking of Norse mythology, I can't quite understand why some are in uproar of the casting of Idris Elba as Heimdall. Even though I'm not familiar with the comic, or Norse mythology, I do know that Heimdall is a Norse god who is white. In my mind, Idris Elba does a wonderful job in his portrayal of one of Thor's most trusted allies. Similarly, this dates back to Daredevil(another film based on the Marvel character) when Michael Clark Duncan was chosen to play the Kingpin, whose background was that of Anglo-European descent. I have no qualms over who portrays these characters as long as they deliver the goods, but overall, Elba did a great job and in that regard, Heimdall is a force to be reckoned with.Natalie Portman has been quite busy this year; what with her recent outstanding performance in Black Swan, she adds another dimension of charm and love as Thor's love interest. Essentially the ""Lois Lane"" of Thor, she is the only human companion our fabled hero has. As hard as it was for Thor to adjust to the daily conumdrums of our world, she's there to help him alleviate some of the muck he has to wade through. I couldn't think of anyone else for the role other than Portman. She's simply great. But it is Tom Hiddleston who really steals the show as Loki, the bad boy of Asgard. Like Heath Ledger's Joker, Hiddleston will no doubt be talked about among comic fans and moviegoers alike with his sinister personality and brash arrogance towards Thor and their conflicts with each other are just....thundering.With all this added up, Thor is simply one of the best comic-book movies of this year. They(Marvel) took another obscure superhero and turned him into a force to be reckoned with at the box-office. See it on Imax to get the full effect of this smash hit. No doubt you will leave the theater with a thunderous smile on your face.","
            7/10
            "
"griffithxjohnson","4 July 2022","A fresh mix of superheroes & the fantasy of otherworldly mythology. Absolutely gorgeous visual effects. Unique camerawork, great lighting & colors. The breakout acting from the brothers is inspiring along with chemistry of the cast.","
            7/10
            "
"xamsx","21 April 2011","Given his Godly nature, Thor could have easily been the most difficult member of The Avengers to translate to screen. Any fears have soundly been laid to rest though, as Kenneth Branagh and his team have pulled together several interpretations of the character, to create perhaps the most definitive version of Thor yet. Despite a somewhat information laden opening, the backstory of Thor (Chris Hemsworth) and the family dynamic between his father Odin (Anthony Hopkins) and jealous brother Loki (Tom Hiddleston) is fantastically realised, in a beautifully architected Asgard. Simultaneously seeming archaic and futuristic, Asgard perfectly fits the film's ideology that magic and science are one in the same, something that I think will translate perfectly as the Marvel films start to more deeply explore the other worldly nature of the Marvel Universe. The marketing boys did a grand job of not letting on just how much of the film is set there and the production team created a breathtaking realm through a combination of CGI, outlandish sets and costumes.The film is at it's best when the father-son triangle relationship is being explored, with Hemsworth, Hiddleston and Hopkins all giving very different but equally as impressive performances. Hemsworth's physical, fun loving, but fiery tempered Thor gives the film its heart, particularly during his tenure on Earth, whilst his jealous and manipulative brother Loki, is given layers of depth by Hiddleston, who has created perhaps the most memorable on- screen Marvel villain yet. However, it's Anthony Hopkins' Odin, who steals every scene he is in. Despite his lack of knowledge of the source material, he applies himself to the role using every ounce of his shakespearean nature and overpowers louder performances with a whisper. Much of the supporting cast is never given much time to shine, with Natalie Portman's role being particularly under developed, whilst Sif and the Warrior's Three are entertaining if not particularly memorable. Amongst all of this heartfelt drama, is also a brilliant action blockbuster. You will believe that Gods can fly and the climactic battle between Thor and Loki is better than anything the Iron Man movies produced. And whilst there is the cross-over element as with the other Marvel films so far (including a scene involving a certain archer and the almost obligatory post credits moment), it's nowhere near as jarring and enables Thor to stand on its own two feet. It's just made me that much more excited to see the God of Thunder alongside the rest of Earth's heroes. I only hope that Captain America: The First Avenger is this good.","
            5/10
            "
"alekspredator87","18 July 2022","It has always been interesting to look at the extraterrestrial and mythical world of Asgard. And such a chance fell to the audience in the 2011 film ""Thor"" by Kenneth Branagh. And cinema immerses us in the world of fiction, which, by the way, turns out to be not fiction, and the world of Asgard is simply more developed than ours. ""And there is no magic, there is a more advanced science."" This is about the thought of Arthur C. Clarke, which is voiced here by the main character Jane Foster.The film is extraordinarily beautiful. The colors are striking in the eyes with their brilliance, especially if you compare the film with the first Captain America. It's very worthy - the ability to show what different worlds are. Tall buildings, a gloss of gold, beautiful asgradtsy. The creators came up with love for every detail.Chris Hemsworth really did a great job with the role. At first, he is the arrogant, self-loving prince of Asgard, confidently defies the ice giants with whom his father Alone has been trying to create a world for a long time. He believes that he has the right to decide his own fate, not noticing that politics is undoubtedly behind his actions. And he may well start a new war. Finding himself on Earth without his powers for this, Thor learns to be a man, begins to understand what and how in the vast world. And the actor successfully shows the evolution of the hero. He is handsome, funny where necessary, dramatic. Great game.Loki, aka Tom Hiddleston, is in no way inferior to Chris. And in many ways even surpasses. The darling of fate, with his motivation of a hunted predator, a deceiver and a cheat. Such is Loki, because fate has decreed so. But already here we see that he is angry, because he is unhappy, he has always been on the sidelines, who was set as an example by his brother. And he's not a villain, but an anti-hero who can't say his word in just one movie.The work of Maestro Anthony Hopkins is wonderful. Dubbing is a good thing, but once I saw a couple of emotional moments where the actor speaks in the original, I realized that dubbing does not convey all the emotions of Odin, all the pain that came to life in him when Thor behaved incorrectly. Hopkins is a real decoration of the cinematic universe.Jane Foster, played by Natalie Portman, is good. She feels inner strength, she is purposeful and intelligent, while remaining vulnerable and feminine.The film is replete with beautiful shots, majestic music, a vivid plot, and, most importantly, shows the transformation of the hero from an inveterate buffoon into a real king.""Thor"" is a great example of a film that combines humor, drama, a clever idea, a good example for the younger generation, there is a hero to look up to.8 out of 10.","
            8/10
            "
"DoNotComeToTheCinemaDepressed","6 May 2020","It was beautiful to watch. Some Amazing Scenes in Asgard.","
            9/10
            "
"grantss","1 June 2018","OK, ish. Pretty formulaic and more style than substance. Solid performances from all-star cast.","
            4/10
            "
"shemarnold","18 July 2018","I enjoyed this when it came out and was interested to see if it stood the test of the me and I'm glad to say it did.
If anything I appreciated the humour more which brings a different side to the character of Thor which would lad have been pretty one dimensional otherwise. 
Very underrated Marvel movie.","
            7/10
            "
"sjd_bulgaria","22 May 2022","Disney's touch is felt lightly here as well:addition of out of place random Asian guy, with a few lines, in a Nordic myth - check!addition of out of place random black guy, with a few lines, in a Nordic myth - check!This will become a theme for awhile...Surprisingly, they handled Sif very well. She is a warrior from an advanced, almost demi-god genes, so obviously she is powerful. However, instead of putting her in unrealistic situations where with her slender agile frame, she would withstand and overpower a bunch of buffed brutes, she is shown utilizing her agility to her advantage - she sneak attacks a giant robot with a spear in the neck! On top of that she is not obnoxious, pretentious and resentful and the male characters around her aren't made to look weak, so she would look strong. Well done!They handled Jane very well, too. She is a smart, driven scientist AND a young woman at the same time. She has a complex personality, she is brave and gentle, she is believable and natural. Like Sif, she is not obnoxious, pretentious and resentful, and the male characters around her aren't made to look weak or stupid, so she would look strong. There is nothing forced about her, unlike many future incarnations of female characters in the MCU. Well done!Unlike the previous solo hero movies, it is more lighthearted and fantastical, more PG. There is a lot more of a light show feel to it, compared to Iron Man.Still the focus is on the hero, his journey, pain and growth. It is again very much what a super hero movie should be - very entertaining and relatable. The characters are natural and fun, the script is honest and focused on the story, and the story itself makes sense throughout.Compared to the last 2 years of MCU content - miles ahead!Checkout my review with the same title of Iron Man for reference of why I wrote the previous sentence.","
            6/10
            "
